Date,Type,Merchant/Description,Debit/Credit,Balance
2023-04-03,))),M* TOLL           TOLL CHARGE,-£8.20,+£3051.43
2023-04-03,))),KEELE KFC         KEELE,-£5.99,+£3059.63
2023-04-03,))),MDN WEL/CB/WAITROSKEELE,-£2.40,+£3065.62
2023-04-03,DD,DVLA-HV**LZP,-£14.43,+£3068.02
2023-04-03,CR,******************,+£485.00,+£3082.45
2023-03-31,VIS,McDonalds ****    Kings Cross,-£7.13,+£2597.45
2023-03-30,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£6.20,+£2604.58
2023-03-30,))),SAINSBURYS S/MKTS SURBITON,-£39.53,+£2610.78
2023-03-30,))),COSTA COFFEE *****DURHAM,-£4.35,+£2650.31
2023-03-30,VIS,DART-CHARGE       LEEDS,-£2.50,+£2654.66
2023-03-30,VIS,CURRYS ONLINE     HEMEL HEMPSTE,-£57.98,+£2657.16
2023-03-29,))),BISHOPS' MILL     DURHAM,-£9.18,+£2715.14
2023-03-29,))),SAINSBURYS S/MKTS DURHAM-NORTH,-£4.01,+£2724.32
2023-03-29,))),STARBUCKS         DURHAM,-£2.30,+£2728.33
2023-03-29,))),STARBUCKS         DURHAM,-£2.35,+£2730.63
2023-03-29,))),Ajiwai            Durham,-£18.00,+£2732.98
2023-03-29,))),THE SHAKESPEARE TADURHAM,-£10.20,+£2750.98
2023-03-28,))),LEBANEAT          DURHAM DH*,-£27.00,+£2761.18
2023-03-28,))),SELECTA U.K. LIMITSOUTH RUISLIP,-£2.30,+£2788.18
2023-03-28,))),NUDO SUSHI BOX DURDURHAM,-£9.29,+£2790.48
2023-03-28,))),STARBUCKS         DURHAM,-£2.30,+£2799.77
2023-03-28,))),STARBUCKS -*******YORK RAILWAY,-£5.00,+£2802.07
2023-03-27,))),KFC YORK          YORK,-£7.99,+£2807.07
2023-03-27,))),BAR HASHERY       YORK,-£2.50,+£2815.06
2023-03-27,))),TREMBLING MADNESS YORK,-£10.70,+£2817.56
2023-03-27,))),SOTANO LIMITED    YORK,-£7.45,+£2828.26
2023-03-27,))),Zaap Thai Street FYork,-£29.28,+£2835.71
2023-03-27,))),ONE STOP ****     YORK,-£8.74,+£2864.99
2023-03-27,))),SPRING ESPRESSO LTYORK,-£2.80,+£2873.73
2023-03-27,))),THE YORK ROAST CO YORK,-£6.75,+£2876.53
2023-03-27,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£6.20,+£2883.28
2023-03-27,))),THE ANTELOPE      SURBITON,-£10.00,+£2889.48
2023-03-27,))),HMSHost Kings CrosLondon,-£2.80,+£2899.48
2023-03-27,VIS,SOTANO LIMITED    YORK,-£4.20,+£2902.28
2023-03-27,VIS,TRAINLINE         LONDON,-£48.59,+£2906.48

Arranged overdraft limit,2024-04-26,+£0.00
