Date,Type,Merchant/Description,Debit/Credit,Balance
2024-12-05,VIS,Prime Video *S**PA***-********,-£3.99,£621.43
2024-12-05,))),VRISTHI NEWS      THAMES DITTON,-£1.19,£625.42
2024-12-05,))),BUDGENS           THAMES DITTO,-£11.98,£626.61
2024-12-05,))),SAINSBURYS S/MKTS SURBITON,-£12.28,£638.59
2024-12-05,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£15.60,£650.87
2024-12-04,))),OLE AND STEEN  JUBLONDON,-£3.45,£666.47
2024-12-04,VIS,SPOTIFY           LONDON,-£11.99,£669.92
2024-12-04,VIS,Microsoft*Microsofmsbill.info,-£1.99,£681.91
2024-12-04,SO,************************************,-£282.00,£683.90
2024-12-03,VIS,INT'L **********  APPLE.COM/BILL    ***********,-£0.99,£965.90
2024-12-03,))),**** LIDL GB HERSHLIDL GB HERSH,-£39.72,£966.89
2024-12-03,DD,HSBC CREDIT CARD,-£26.39,£1006.61
2024-12-02,VIS,KFC               SURBITON,-£18.48,£1033.00
2024-12-02,VIS,AMZNMktplace*BS*BIamazon.co.uk,-£32.77,£1051.48
2024-12-02,))),BUDGENS           THAMES DITTO,-£23.46,£1084.25
2024-12-02,))),YE OLDE SWAN      THAMES DITTON,-£8.55,£1107.71
2024-12-02,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£15.60,£1116.26
2024-12-02,CR,******************,£500.00,£1131.86
2024-11-29,))),SAINSBURYS S/MKTS SURBITON,-£33.94,£631.86
2024-11-29,VIS,GOOGLE *Google Plag.co/helppay#,-£4.59,£665.80
2024-11-28,VIS,McDonalds ******* Surbiton,-£3.26,£670.39
2024-11-28,))),SAINSBURYS S/MKTS SURBITON,-£2.35,£673.65
2024-11-28,DD,OCTOPUS ENERGY,-£70.00,£676.00
2024-11-27,))),SAINSBURYS S/MKTS SURBITON,-£18.23,£746.00
2024-11-27,))),SumUp  *ThePressRoTwickenham,-£3.20,£764.23
2024-11-26,VIS,AMZNMktplace*TP*YMamazon.co.uk,-£156.51,£767.43
2024-11-26,))),SAINSBURYS S/MKTS SURBITON,-£1.45,£923.94
2024-11-25,))),WAITROSE ***      SURBITON,-£32.87,£925.39
2024-11-25,VIS,QBS WORLDWIDE LTD MALTON,-£78.80,£958.26
2024-11-25,SO,************************************,-£338.84,£1037.06
2024-11-22,VIS,McDonalds ******* Surbiton,-£2.88,£1375.90
2024-11-22,))),VRISTHI NEWS      THAMES DITTON,-£9.55,£1378.78
2024-11-22,DD,VODAFONE LTD,-£23.98,£1388.33
2024-11-21,))),Victoria          Surbiton,-£5.35,£1412.31
2024-11-20,VIS,KFC               SURBITON,-£14.56,£1417.66
2024-11-20,))),SAINSBURYS S/MKTS SURBITON,-£14.02,£1432.22
2024-11-19,))),BUDGENS           THAMES DITTO,-£7.99,£1446.24
2024-11-18,))),BOOTS ****        SURBITON,-£14.32,£1454.23
2024-11-18,))),VRISTHI NEWS      THAMES DITTON,-£12.24,£1468.55
2024-11-18,CR,******************,£500.00,£1480.79
2024-11-15,VIS,McDonalds ******* Surbiton,-£2.88,£980.79
2024-11-15,VIS,SAINSBURYS S/MKTS SURBITON,-£86.12,£983.67
2024-11-15,CR,******************,£173.00,£1069.79
2024-11-14,BP,************************************,-£150.00,£896.79
2024-11-13,VIS,Futon Limited     London,-£34.00,£1046.79
2024-11-13,))),VRISTHI NEWS      THAMES DITTON,-£19.29,£1080.79
2024-11-13,DD,INTERACTIVE INVESTFIRST PAYMENT,-£11.99,£1100.08
2024-11-12,VIS,AMZNMktplace*T****amazon.co.uk,-£129.95,£1112.07
2024-11-12,))),SAINSBURYS S/MKTS SURBITON,-£3.55,£1242.02
2024-11-12,))),FARA SURBITON KIDSSURBITON,-£4.50,£1245.57
2024-11-12,VIS,Lebara Mobile LimiLondon,-£3.18,£1250.07
2024-11-11,VIS,McDonalds ******* Surbiton,-£2.19,£1253.25
2024-11-11,))),SPORTSDIRECT ***  ***********,-£5.00,£1255.44
2024-11-11,))),WAITROSE ***      KINGSTON,-£43.49,£1260.44
2024-11-11,VIS,AMAZON* T**OY*O** LONDON,-£22.81,£1303.93
2024-11-11,))),WAITROSE ***      SURBITON,-£10.99,£1326.74
2024-11-11,))),ROYALOPERAHSE     LONDON,-£1.90,£1337.73
2024-11-11,))),BOOTS ****        SURBITON,-£12.48,£1339.63
2024-11-11,))),The Antelope      Surbiton,-£12.60,£1352.11
2024-11-11,CR,************************************,£220.00,£1364.71
2024-11-08,))),SHELL LONG DITTON THAMES DITTON,-£55.42,£1144.71
2024-11-07,VIS,McDonalds ******* Surbiton,-£3.23,£1200.13
2024-11-07,))),SAINSBURYS S/MKTS SURBITON,-£9.30,£1203.36
2024-11-07,))),WAITROSE ***      SURBITON,-£6.10,£1212.66
2024-11-07,))),SumUp  *ThePressRoTwickenham,-£2.75,£1218.76
2024-11-07,CR,******************,£551.00,£1221.51
2024-11-06,VIS,SPORTSDIRECT.COM  SHIREBROOK,-£60.99,£670.51
2024-11-05,))),CORONATION HALL   SURBITON,-£6.54,£731.50
2024-11-05,))),SAINSBURYS S/MKTS SURBITON,-£10.89,£738.04
2024-11-05,))),CAPPADOCIA RESTAURKINGSTON UPON,-£32.50,£748.93
2024-11-05,))),Canbury Arms      Kingston upon,-£15.10,£781.43
2024-11-05,))),Canbury Arms      Kingston upon,-£6.15,£796.53
2024-11-04,VIS,INT'L **********  APPLE.COM/BILL    ***********,-£0.99,£802.68
2024-11-04,VIS,WWW.JOHNLEWIS.COM ***** *** ***,-£125.90,£803.67
2024-11-04,))),YE OLDE SWAN      THAMES DITTON,-£9.75,£929.57
2024-11-04,))),VRISTHI NEWS      THAMES DITTON,-£4.76,£939.32
2024-11-04,VIS,Microsoft*Microsofmsbill.info,-£1.99,£944.08
2024-11-04,CR,******************,£500.00,£946.07
2024-11-04,SO,************************************,-£282.00,£446.07
2024-11-01,))),SQ *LOCAL HERO KINKingston upon,-£6.70,£728.07
2024-11-01,))),JOHN LEWIS        KINGSTON,-£59.50,£734.77
2024-11-01,VIS,LIDL GB HERSHAM   HERSHAM,-£111.75,£794.27
2024-11-01,SO,************************************,-£200.00,£906.02
2024-11-01,DD,HSBC CREDIT CARD,-£63.82,£1106.02
2024-10-31,CR,************************************,£194.00,£1169.84
2024-10-30,VIS,McDonalds ******* Sutton Coldfi,-£1.39,£975.84
2024-10-30,VIS,The Perch Inn     Oxford,-£164.69,£977.23
2024-10-30,CR,******************,£500.00,£1141.92
2024-10-29,))),M* TOLL           LICHFIELD,-£8.00,£641.92
2024-10-29,VIS,GOOGLE *Google Plag.co/helppay#,-£4.59,£649.92
2024-10-28,VIS,Wix.com **********London,-£12.46,£654.51
2024-10-28,))),CO-OP GROUP FOOD  MATLOCK,-£42.00,£666.97
2024-10-28,DD,OCTOPUS ENERGY,-£70.00,£708.97
2024-10-24,))),The Antelope      Surbiton,-£12.70,£778.97
2024-10-24,))),SAINSBURYS S/MKTS SURBITON,-£15.45,£791.67
2024-10-23,VIS,INT'L **********  APPLE.COM/BILL    ***********,-£4.99,£807.12
2024-10-23,BP,************************************,-£0.20,£812.11
2024-10-23,))),SAINSBURYS S/MKTS SURBITON,-£15.79,£812.31
2024-10-23,))),SUMUP  *THE LEGACYSURBITON,-£25.00,£828.10
2024-10-23,BP,************************************,-£337.84,£853.10
2024-10-23,BP,************************************,-£0.80,£1190.94
2024-10-23,DD,VODAFONE LTD,-£10.41,£1191.74
2024-10-22,))),WAITROSE ***      SURBITON,-£53.05,£1202.15
2024-10-22,))),BATTERSEA LEON    LONDON,-£24.46,£1255.20
2024-10-21,))),BUDGENS           THAMES DITTO,-£2.68,£1279.66
2024-10-21,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£10.40,£1282.34
2024-10-21,))),PREMIER WINE      HAMPTON,-£11.80,£1292.74
2024-10-21,))),Digby's PatisserieLondon,-£6.50,£1304.54
2024-10-21,))),Control Room B    London,-£22.11,£1311.04
2024-10-21,))),Control Room B    London,-£46.20,£1333.15
2024-10-21,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£9.00,£1379.35
2024-10-21,VIS,Control Room B    London,£46.20,£1388.35
2024-10-21,VIS,SAINSBURYS S/MKTS SURBITON,-£2.50,£1342.15
2024-10-21,CR,******************,£500.00,£1344.65
2024-10-18,BP,************************************,-£90.00,£844.65
2024-10-18,))),The Antelope      Surbiton,-£13.50,£934.65
2024-10-17,))),STARBUCKS         KINGSTON,-£2.65,£948.15
2024-10-17,))),JOHN LEWIS        WOOD STREET,-£3.40,£950.80
2024-10-17,))),SAINSBURYS S/MKTS SURBITON,-£16.85,£954.20
2024-10-17,))),T K MAXX          KINGSTON,-£3.99,£971.05
2024-10-15,VIS,DVLA OEPPWEBECOM  WWW.DVLA.GOV.,-£48.00,£975.04
2024-10-15,OBP,************************************,-£50.00,£1023.04
2024-10-15,DD,INTERACTIVE INVEST,-£540.00,£1073.04
2024-10-15,DD,INTERACTIVE INVESTFIRST PAYMENT,-£11.99,£1613.04
2024-10-14,CR,************************************,£300.00,£1625.03
2024-10-14,VIS,McDonalds ******* Surbiton,-£6.63,£1325.03
2024-10-14,VIS,McDonalds ******* Surbiton,-£5.12,£1331.66
2024-10-14,))),VRISTHI NEWS      THAMES DITTON,-£16.25,£1336.78
2024-10-14,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£10.00,£1353.03
2024-10-14,))),Cafe del Marsh    London,-£10.80,£1363.03
2024-10-14,VIS,Lebara Mobile LimiLondon,-£3.18,£1373.83
2024-10-14,VIS,SCREWFIX DIRECT   WWW.SCREWFIX.,-£23.99,£1377.01
2024-10-14,VIS,B&Q LTD           EASTLEIGH,-£140.25,£1401.00
2024-10-11,))),The Antelope      Surbiton,-£6.50,£1541.25
2024-10-11,))),VRISTHI NEWS      THAMES DITTON,-£13.75,£1547.75
2024-10-11,))),SAINSBURYS S/MKTS SURBITON,-£1.50,£1561.50
2024-10-10,))),BUDGENS           THAMES DITTO,-£3.64,£1563.00
2024-10-10,))),JOHN LEWIS        WOOD STREET,-£1.70,£1566.64
2024-10-09,))),LIDL GB HERSHAM   HERSHAM,-£62.25,£1568.34
2024-10-09,OBP,************************************,-£2000.00,£1630.59
2024-10-09,BP,************************************,-£5000.00,£3630.59
2024-10-08,))),WAITROSE ***      SURBITON,-£21.28,£8630.59
2024-10-08,))),B & Q ****        NEW MALDEN,-£15.68,£8651.87
2024-10-08,VIS,INTUIT *QBooks Onl***********,-£1.20,£8667.55
2024-10-07,))),VRISTHI NEWS      THAMES DITTON,-£9.49,£8668.75
2024-10-07,))),BUDGENS           THAMES DITTO,-£0.44,£8678.24
2024-10-07,))),PRET A MANGER     LONDON WC*R,-£7.15,£8678.68
2024-10-07,))),The Limping Fox   Thames Ditton,-£18.00,£8685.83
2024-10-07,VIS,II INVESTMENT ACCOWWW.II.CO.UK,-£1100.00,£8703.83
2024-10-07,VIS,McDonalds ******* Surbiton,-£5.81,£9803.83
2024-10-07,))),SHELL LONG DITTON THAMES DITTON,-£52.71,£9809.64
2024-10-07,))),WAITROSE          PARSONS GREEN,-£7.20,£9862.35
2024-10-07,CR,******************,£551.00,£9869.55
2024-10-04,VIS,The Limping Fox   Thames Ditton,-£52.50,£9318.55
2024-10-04,SO,************************************,-£282.00,£9371.05
2024-10-03,VIS,INT'L **********  APPLE.COM/BILL    ***********,-£8.99,£9653.05
2024-10-03,VIS,INT'L **********  APPLE.COM/BILL    APPLE.COM/BIL,-£0.99,£9662.04
2024-10-03,VIS,Microsoft*Store   msbill.info,-£1.99,£9663.03
2024-10-03,CR,************************************,£485.00,£9665.02
2024-10-02,VIS,Audible UK        adbl.co/pymt,-£2.99,£9180.02
2024-10-01,))),JOHN LEWIS        WOOD STREET,-£1.70,£9183.01
2024-10-01,))),WAITROSE ***      SURBITON,-£25.78,£9184.71
2024-10-01,CR,************************************,£400.00,£9210.49
2024-10-01,SO,************************************,-£200.00,£8810.49
2024-09-30,))),TST-SURBEANTON RESSurbiton,-£10.65,£9010.49
2024-09-30,))),BHD WDF MAIN      BELFAST CITY,-£35.58,£9021.14
2024-09-30,DD,OCTOPUS ENERGY,-£70.00,£9056.72
2024-09-28,CR,************************************,£38.00,£9126.72
2024-09-27,))),CROWN LIQUOR SALOOBELFAST,-£11.50,£9088.72
2024-09-27,CR,************************************,£87.50,£9100.22
2024-09-27,CR,************************************,£3458.00,£9012.72
2024-09-25,VIS,McDonalds ******* Surbiton,-£6.63,£5554.72
2024-09-25,))),SAINSBURYS S/MKTS SURBITON,-£24.45,£5561.35
2024-09-25,))),PREMIER WINE      HAMPTON,-£19.20,£5585.80
2024-09-24,OBP,************************************,-£150.00,£5605.00
2024-09-24,DD,VODAFONE LTD,-£47.44,£5755.00
2024-09-19,VIS,McDonalds ******* Surbiton,-£9.26,£5802.44
2024-09-18,))),BOOTS ****        ST PANCRAS,-£1.65,£5811.70
2024-09-17,))),SAINSBURYS S/MKTS SURBITON,-£12.05,£5813.35
2024-09-16,VIS,McDonalds ******* Surbiton,-£6.53,£5825.40
2024-09-16,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£11.70,£5831.93
2024-09-16,VIS,STARLING BANK LIMILONDON,-£3.00,£5843.63
2024-09-16,VIS,McDonalds ******* Surbiton,-£6.53,£5846.63
2024-09-16,))),TESCO STORES **** LONDON,-£3.10,£5853.16
2024-09-16,))),BOOTS ****        SURBITON,-£22.71,£5856.26
2024-09-16,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£7.40,£5878.97
2024-09-16,))),The Antelope      Surbiton,-£5.80,£5886.37
2024-09-16,DD,INTERACTIVE INVEST,-£540.00,£5892.17
2024-09-13,))),WAITROSE ***      SURBITON,-£5.00,£6432.17
2024-09-13,))),PREMIER WINE      HAMPTON,-£20.60,£6437.17
2024-09-12,BP,************************************,-£90.00,£6457.77
2024-09-12,))),VRISTHI NEWS      THAMES DITTON,-£13.66,£6547.77
2024-09-12,))),SAINSBURYS S/MKTS SURBITON,-£17.45,£6561.43
2024-09-12,DD,INTERACTIVE INVESTFIRST PAYMENT,-£11.99,£6578.88
2024-09-11,))),BUDGENS           THAMES DITTO,-£7.25,£6590.87
2024-09-11,))),JOHN LEWIS        WOOD STREET,-£1.70,£6598.12
2024-09-11,VIS,Lebara Mobile LimiLondon,-£3.18,£6599.82
2024-09-10,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£12.35,£6603.00
2024-09-10,))),SumUp  *ThePressRoTwickenham,-£2.75,£6615.35
2024-09-10,))),Victoria          Surbiton,-£5.35,£6618.10
2024-09-09,VIS,McDonalds ******* Birmingham,-£4.72,£6623.45
2024-09-09,))),JOSE PIZARRO THE SLONDON,-£6.25,£6628.17
2024-09-09,))),TESCO-STORES **** BRIXTON,-£3.30,£6634.42
2024-09-09,))),The Little Cat CafLondon,-£5.00,£6637.72
2024-09-09,))),SAINSBURYS S/MKTS SURY BASIN,-£11.95,£6642.72
2024-09-09,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£6.40,£6654.67
2024-09-09,))),VRISTHI NEWS      THAMES DITTON,-£14.53,£6661.07
2024-09-09,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£6.40,£6675.60
2024-09-09,))),GROS. CAS         BIRMINGHAM,-£13.80,£6682.00
2024-09-09,))),HMSHost Euston StaLondon,-£3.20,£6695.80
2024-09-09,VIS,INTUIT *QBooks Onl***********,-£1.20,£6699.00
2024-09-09,VIS,SAINSBURYS S/MKT  KINGSTON UPON,-£124.11,£6700.20
2024-09-09,CR,******************,£551.00,£6824.31
2024-09-06,))),BIRMINGHAM REP ENTBIRMINGHAM,-£4.32,£6273.31
2024-09-06,))),HMSHost Euston StaLondon,-£2.49,£6277.63
2024-09-06,VIS,TAJ MAHAL INDIAN CB'HAM B*,-£40.00,£6280.12
2024-09-06,VIS,Rosa's Birmingham Birmingham,-£19.50,£6320.12
2024-09-05,))),SAINSBURYS S/MKTS SURY BASIN,-£10.05,£6339.62
2024-09-05,))),SAINSBURYS S/MKTS SURY BASIN,-£4.00,£6349.67
2024-09-04,VIS,KFC               SURBITON,-£15.99,£6353.67
2024-09-04,VIS,GARDENSANCTUARY   MANCHESTER,-£196.94,£6369.66
2024-09-04,))),BUDGENS           THAMES DITTO,-£0.69,£6566.60
2024-09-04,SO,************************************,-£282.00,£6567.29
2024-09-03,VIS,QWIKPARK LTD      WATERLOOVILLE,-£3.80,£6849.29
2024-09-03,))),Decathlon         Wandsworth,-£14.99,£6853.09
2024-09-02,VIS,McDonalds ******* Surbiton,-£6.21,£6868.08
2024-09-02,VIS,AMZNMktplace*MU*D*amazon.co.uk,-£199.84,£6874.29
2024-09-02,VIS,trainline         +************,-£43.69,£7074.13
2024-09-02,))),VRISTHI NEWS      THAMES DITTON,-£4.13,£7117.82
2024-09-02,))),YE OLDE SWAN      THAMES DITTON,-£11.65,£7121.95
2024-09-02,))),VRISTHI NEWS      THAMES DITTON,-£9.99,£7133.60
2024-09-02,))),SAINSBURYS S/MKTS SURY BASIN,-£52.64,£7143.59
2024-09-02,VIS,Audible UK        adbl.co/pymt,-£2.99,£7196.23
2024-09-02,VIS,Evans Cycles      Shirebrook,-£69.99,£7199.22
2024-09-02,VIS,WWW.BALFESBIKES.COCRAWLEY RH**,-£92.88,£7269.21
2024-09-02,VIS,HTTPS://WWW.CARTAXOLDHAM,£160.00,£7362.09
2024-09-02,SO,************************************,-£200.00,£7202.09
2024-08-30,VIS,Amazon.co.uk*P**XKAMAZON.CO.UK,-£21.95,£7402.09
2024-08-30,))),SAINSBURYS S/MKTS SURBITON,-£10.00,£7424.04
2024-08-30,))),POST OFFICE COUNTESURBITON,-£60.00,£7434.04
2024-08-30,VIS,HTTPS://WWW.CARTAXOLDHAM,-£260.00,£7494.04
2024-08-29,CR,************************************,£1000.00,£7754.04
2024-08-29,CR,************************************,£5725.24,£6754.04
2024-08-28,))),SHELL NEWPORT ROADWHITCHURCH,-£55.80,£1028.80
2024-08-27,))),SPREAD EAGLE PENISCREWE,-£3.20,£1084.60
2024-08-23,))),LIDL GB RAWTENSTALRAWTENSTALL,-£52.25,£1087.80
2024-08-23,DD,OCTOPUS ENERGY,-£70.00,£1140.05
2024-08-22,VIS,McDonalds ******* Sandbach,-£12.99,£1210.05
2024-08-22,DD,VODAFONE LTD,-£47.44,£1223.04
2024-08-20,))),NATIONAL TRUST    WORCESTER,-£2.60,£1270.48
2024-08-20,VIS,LIDL GB  MALVERN  MALVERN,-£32.64,£1273.08
2024-08-19,))),SHELL LONG DITTON THAMES DITTON,-£46.66,£1305.72
2024-08-19,))),SAINSBURYS S/MKTS OXFORD BANBUR,-£8.20,£1352.38
2024-08-19,))),The Perch Inn     Oxford,-£22.50,£1360.58
2024-08-16,VIS,INT'L **********  APPLE.COM/BILL    ***********,-£6.99,£1383.08
2024-08-16,OBP,************************************,-£2000.00,£1390.07
2024-08-16,CR,************************************,£2000.00,£3390.07
2024-08-15,OBP,************************************,-£3999.00,£1390.07
2024-08-15,CR,************************************,£3999.00,£5389.07
2024-08-15,))),SAINSBURYS S/MKTS SURBITON,-£19.24,£1390.07
2024-08-15,DD,INTERACTIVE INVEST,-£540.00,£1409.31
2024-08-14,))),WAITROSE ***      SURBITON,-£78.04,£1949.31
2024-08-14,DD,INTERACTIVE INVESTFIRST PAYMENT,-£11.99,£2027.35
2024-08-12,))),THE NAGS HEAD     ABINGDON,-£5.85,£2039.34
2024-08-12,))),TESCO STORES **** ABINGDON,-£20.15,£2045.19
2024-08-12,VIS,THE NAGS HEAD     ABINGDON,-£5.60,£2065.34
2024-08-12,VIS,THE NAGS HEAD     ABINGDON,-£45.60,£2070.94
2024-08-11,CR,************************************,£236.71,£2116.54
2024-08-09,BP,************************************,-£4000.00,£1879.83
2024-08-09,CR,************************************,£3001.40,£5879.83
2024-08-08,))),JOSE PIZARRO THE SLONDON,-£7.00,£2878.43
2024-08-08,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£6.70,£2885.43
2024-08-08,VIS,INTUIT *QBooks Onl***********,-£1.20,£2892.13
2024-08-08,VIS,WWW.GOV.UK/PAY-DARLEEDS,-£2.50,£2893.33
2024-08-08,CR,************************************,£470.25,£2895.83
2024-08-07,VIS,McDonalds ******* Royston,-£4.59,£2425.58
2024-08-07,))),CLACTON ON SEA OB CLACTON-ON-SE,-£22.95,£2430.17
2024-08-07,))),Connaught Food andFrinton-on-Se,-£7.33,£2453.12
2024-08-07,))),TESCO STORES      ESSEX,-£10.29,£2460.45
2024-08-07,))),The Lock and BarreFrinton On Se,-£26.00,£2470.74
2024-08-07,CR,******************,£551.00,£2496.74
2024-08-05,VIS,McDonalds ******* SURREY,-£13.02,£1945.74
2024-08-05,VIS,LIDL GB HERSHAM   HERSHAM,-£57.20,£1958.76
2024-08-05,))),WAITROSE ***      SURBITON,-£31.20,£2015.96
2024-08-05,CR,************************************,£900.00,£2047.16
2024-08-05,SO,************************************,-£282.00,£1147.16
2024-08-02,))),SHELL SEAL RD *** SEVENOAKS,-£1.75,£1429.16
2024-08-02,))),The Pheasant PluckSevenoaks,-£41.10,£1430.91
2024-08-02,VIS,VICTORIAN PLUMBINGLANCASHIRE,-£164.85,£1472.01
2024-08-02,CR,************************************,£160.00,£1636.86
2024-08-01,))),HALFORDS ****     NEW MALDEN,-£60.00,£1476.86
2024-08-01,))),TESCO STORES **** NEW MALDEN,-£58.04,£1536.86
2024-08-01,SO,************************************,-£200.00,£1594.90
2024-07-30,))),LIDL GB HERSHAM   HERSHAM,-£71.14,£1794.90
2024-07-30,))),Packhorse  MapleduReading,-£10.50,£1866.04
2024-07-30,VIS,HMRC GOV.UK SA    GLASGOW,-£1000.00,£1876.54
2024-07-29,VIS,McDonalds ******* Farnborough,-£6.63,£2876.54
2024-07-29,))),WELCOME BREAK KFC BISHOPS STORT,-£9.99,£2883.17
2024-07-29,VIS,AJ BELL           MANCHESTER,-£4000.00,£2893.16
2024-07-29,VIS,TESCO PAY AT PUMP SAFFRON WALDE,-£40.12,£6893.16
2024-07-29,))),TESCO STORES **** HOOK,-£7.85,£6933.28
2024-07-29,))),BURGER KING AMESBUSALISBURY,-£2.99,£6941.13
2024-07-29,))),STARBUCKS BARTON SWINCHESTER,-£7.60,£6944.12
2024-07-26,))),LIDL GB  CREWKERNECREWKERNE,-£20.01,£6951.72
2024-07-25,VIS,McDonalds ******* Surbiton,-£1.69,£6971.73
2024-07-24,BP,************************************,-£100.00,£6973.42
2024-07-24,CR,******************************************************,£200.00,£7073.42
2024-07-24,DR,************************************,-£100.00,£6873.42
2024-07-24,))),SAINSBURYS S/MKTS SURBITON,-£2.50,£6973.42
2024-07-24,))),WAITROSE ***      SURBITON,-£8.25,£6975.92
2024-07-24,))),GROVE             SURBITON,-£4.70,£6984.17
2024-07-24,DD,VODAFONE LTD,-£47.44,£6988.87
2024-07-23,))),VRISTHI NEWS      THAMES DITTON,-£6.22,£7036.31
2024-07-23,))),TFL TRAVEL CH     TFL.GOV.UK/CP,-£7.40,£7042.53
2024-07-23,))),COSTA COFFEE *****LONDON,-£2.15,£7049.93
2024-07-23,))),BOOTS ****        CLAPHAM JUNCT,-£4.50,£7052.08
2024-07-23,ATM,CASH LLOYTSB JUL23LOYD 1 CLARE@13:21,-£10.00,£7056.58
2024-07-23,DD,OCTOPUS ENERGY,-£100.00,£7066.58
2024-07-22,BP,************************************,-£10000.00,£7166.58
2024-07-22,VIS,McDonalds ******* Surbiton,-£7.83,£17166.58
2024-07-22,))),The Limping Fox   Thames Ditton,-£23.45,£17174.41
2024-07-22,))),SAINSBURYS S/MKTS SURBITON,-£28.30,£17197.86
2024-07-22,))),YE OLDE SWAN      THAMES DITTON,-£8.55,£17226.16
2024-07-22,VIS,II INVESTMENT ACCOWWW.II.CO.UK,-£100.00,£17234.71
2024-07-21,CR,************************************,£10606.66,£17334.71
2024-07-19,))),GROVE             SURBITON,-£24.45,£6728.05
2024-07-19,CR,******************,£252.00,£6752.50
